,Unnamed: 0,drug_name,drug_link,drug_id
2299,2299,B-Donna Tablets,/pro/b-donna-tablets.html,3867-0
2300,2300,BD PosiFlush SF flush,/mtm/bd-posiflush-sf-flush.html,2410-14700
2301,2301,Beano (Alpha-Galactosidase Liquid),/cdi/beano-alpha-galactosidase-liquid.html,0-0
2302,2302,Beano (Alpha-Galactosidase Tablets),/cdi/beano-alpha-galactosidase-tablets.html,0-0
2303,2303,Bebulin,/mtm/bebulin.html,157-0
2304,2304,Bebulin VH,/mtm/bebulin-vh.html,157-0
2305,2305,Becaplermin,/cdi/becaplermin.html,0-0
2306,2306,Becaplermin topical,/mtm/becaplermin-topical.html,0-0
2307,2307,Beclomethasone Dipropionate,/monograph/beclomethasone-dipropionate.html,243-3224
2308,2308,Beclomethasone Dipropionate eent,/monograph/beclomethasone-dipropionate-eent.html,324-0
2309,2309,Beclomethasone inhalation,/mtm/beclomethasone-inhalation.html,243-3224
2310,2310,Beclomethasone nasal,/mtm/beclomethasone-nasal.html,324-0
2311,2311,Beclomethasone Nasal Aerosol,/cdi/beclomethasone-nasal-aerosol.html,324-0
2312,2312,Beclomethasone Nasal Spray,/cdi/beclomethasone-nasal-spray.html,324-0
2313,2313,Beclomethasone (Oral Inhalation),/cdi/beclomethasone-oral-inhalation.html,243-3224
2314,2314,Beclovent,/cons/beclovent.html,97-0
2315,2315,Beconase,/cons/beconase.html,324-0
2316,2316,Beconase AQ,/mtm/beconase-aq.html,324-0
2317,2317,Beconase AQ eent,/monograph/beconase-aq-eent.html,324-0
2318,2318,Bedaquiline,/mtm/bedaquiline.html,233-17551
2319,2319,Bedaquiline Fumarate,/monograph/bedaquiline-fumarate.html,233-17551
2320,2320,Bedoz,/cons/bedoz.html,166-0
2321,2321,Bedside Care,/pro/bedside-care.html,0-0
2322,2322,"Beef,Iron & Wine",/cons/beef-iron-wine.html,0-0
2323,2323,BeeGentle Gel,/pro/beegentle-gel.html,2339-14882
2324,2324,Beepen-VK,/pro/beepen-vk.html,210-0
2325,2325,Bee pollen,/mtm/bee-pollen.html,0-0
2326,2326,Beetroot,/npp/beetroot.html,0-0
2327,2327,Bee Venom,/npp/bee-venom.html,0-0
2328,2328,Be-Flex Plus,/pro/be-flex-plus.html,3247-0
2329,2329,Bekyree,/cdi/bekyree.html,1086-622
2330,2330,Belatacept,/mtm/belatacept.html,6-0
2331,2331,Belatacept Intravenous,/cons/belatacept-intravenous.html,6-0
2332,2332,Belbuca,/belbuca.html,318-0
2333,2333,Beleodaq,/beleodaq.html,216-2408
2334,2334,Beleodaq Injection,/pro/beleodaq-injection.html,102-0
2335,2335,Belimumab,/mtm/belimumab.html,1692-1052
2336,2336,Belimumab Auto-Injectors and Prefilled Syringes,/cdi/belimumab-auto-injectors-and-prefilled-syringes.html,1692-1052
2337,2337,Belimumab Intravenous,/cons/belimumab-intravenous.html,1692-1052
2338,2338,Belimumab Vials,/cdi/belimumab-vials.html,1692-1052
2339,2339,Belinostat,/mtm/belinostat.html,102-0
2340,2340,Belinostat Intravenous,/cons/belinostat-intravenous.html,102-0
2341,2341,Belladonna,/mtm/belladonna.html,2571-0
2342,2342,Belladonna alkaloids and phenobarbital,/mtm/belladonna-alkaloids-and-phenobarbital.html,1424-9047
2343,2343,Belladonna and Opium,/cdi/belladonna-and-opium.html,2128-1386
2344,2344,Belladonna and opium rectal,/mtm/belladonna-and-opium-rectal.html,2128-1386
2345,2345,Belladonna and Opium Suppository,/pro/belladonna-and-opium-suppository.html,2128-1386
2346,2346,Belladonna/Phenobarbital,/cons/belladonna-phenobarbital.html,1424-9047
2347,2347,Belladonna Tincture,/mtm/belladonna-tincture.html,127-0
2348,2348,Bellafill,/bellafill.html,0-0
2349,2349,Belrapzo,/mtm/belrapzo.html,102-0
2350,2350,Belsomra,/belsomra.html,190-1645
2351,2351,Belviq,/belviq.html,190-1645
2352,2352,Belviq XR,/mtm/belviq-xr.html,133-0
2353,2353,Benadryl,/benadryl.html,1310-782
2354,2354,"Benadryl Allergy/Cold (Acetaminophen, Diphenhydramine, and Phenylephrine Tablets)",/cdi/benadryl-allergy-cold-acetaminophen-diphenhydramine-and-phenylephrine-tablets.html,109-0
2355,2355,"Benadryl Allergy/Cold (Acetaminophen, Diphenhydramine, and Pseudoephedrine Tablets)",/cdi/benadryl-allergy-cold-acetaminophen-diphenhydramine-and-pseudoephedrine-tablets.html,243-0
2356,2356,Benadryl Allergy (Diphenhydramine Chewable Tablets and Orally-Disintegrating Tablets),/cdi/benadryl-allergy-diphenhydramine-chewable-tablets-and-orally-disintegrating-tablets.html,1310-782
2357,2357,"Benadryl Allergy (Diphenhydramine Elixir, Liquid, and Syrup)",/cdi/benadryl-allergy-diphenhydramine-elixir-liquid-and-syrup.html,1310-782
2358,2358,Benadryl Allergy Sinus Headache,/mtm/benadryl-allergy-sinus-headache.html,109-0
2359,2359,Benadryl Allergy Ultratabs,/cdi/benadryl-allergy-ultratabs.html,1310-782
2360,2360,Benadryl Anti-Itch Childrens,/cdi/benadryl-anti-itch-childrens.html,0-0
2361,2361,Benadryl-D,/cdi/benadryl-d.html,109-0
2362,2362,Benadryl Injection,/pro/benadryl-injection.html,1310-782
2363,2363,Benadryl Itch Relief,/cdi/benadryl-itch-relief.html,224-0
2364,2364,Benadryl Itch Stopping,/cdi/benadryl-itch-stopping.html,224-0
2365,2365,Benazepril,/mtm/benazepril.html,11-0
2366,2366,Benazepril Hydrochloride,/monograph/benazepril-hydrochloride.html,11-0
2367,2367,Benazepril and Hydrochlorothiazide,/cdi/benazepril-and-hydrochlorothiazide.html,243-13622
2368,2368,Bencort Lotion,/pro/bencort-lotion.html,357-14351
2369,2369,Bendamustine,/mtm/bendamustine.html,127-0
2370,2370,Bendamustine Hydrochloride,/monograph/bendamustine-hydrochloride.html,127-0
2371,2371,Bendamustine Injection,/pro/bendamustine-injection.html,127-0
2372,2372,Bendamustine Intravenous,/cons/bendamustine-intravenous.html,127-0
2373,2373,Bendeka,/mtm/bendeka.html,1779-12882
2374,2374,Bendroflumethiazide and nadolol,/mtm/bendroflumethiazide-and-nadolol.html,233-109
2375,2375,BeneFIX,/mtm/benefix.html,710-366
2376,2376,Benefix Intravenous,/cons/benefix-intravenous.html,710-366
2377,2377,Benemid,/mtm/benemid.html,1126-657
2378,2378,Bengay,/cdi/bengay.html,0-0
2379,2379,Bengay Cold Therapy,/cdi/bengay-cold-therapy.html,0-0
2380,2380,BENGAY Ultra,/mtm/bengay-ultra.html,210-0
2381,2381,Bengay Vanishing Scent,/cdi/bengay-vanishing-scent.html,0-0
2382,2382,Bengay Zero Degrees,/cdi/bengay-zero-degrees.html,0-0
2383,2383,Benicar,/benicar.html,1310-782
2384,2384,Benicar HCT,/mtm/benicar-hct.html,172-0
2385,2385,Benlysta,/benlysta.html,168-0
2386,2386,Benlysta (Belimumab Auto-Injectors and Prefilled Syringes),/cdi/benlysta-belimumab-auto-injectors-and-prefilled-syringes.html,168-0
2387,2387,Benlysta (Belimumab Vials),/cdi/benlysta-belimumab-vials.html,168-0
2388,2388,Benoquin,/pro/benoquin.html,0-0
2389,2389,Benoxyl Doxy 30 Kit,/pro/benoxyl-doxy-30-kit.html,0-0
2390,2390,Benoxyl Doxy 60 Kit,/pro/benoxyl-doxy-60-kit.html,0-0
2391,2391,Benprox,/pro/benprox.html,354-14674
2392,2392,Benprox Wash,/pro/benprox-wash.html,354-14674
2393,2393,Benralizumab,/mtm/benralizumab.html,0-0
2394,2394,Benralizumab Subcutaneous,/cons/benralizumab-subcutaneous.html,0-0
2395,2395,Bensal HP,/bensal-hp.html,103-0
2396,2396,Bensal HP Ointment,/pro/bensal-hp-ointment.html,103-0
2397,2397,Benson’s Bottom Paint,/cdi/benson-s-bottom-paint.html,0-0
2398,2398,Bentiromide,/cons/bentiromide.html,0-0
2399,2399,Bentoquatam,/cdi/bentoquatam.html,0-0
2400,2400,Bentoquatam Topical,/cons/bentoquatam-topical.html,0-0
2401,2401,Bentyl,/mtm/bentyl.html,1310-782
2402,2402,Bentyl (Dicyclomine Capsules and Tablets),/cdi/bentyl-dicyclomine-capsules-and-tablets.html,1310-782
2403,2403,Bentyl (Dicyclomine Injection),/cdi/bentyl-dicyclomine-injection.html,1310-782
2404,2404,Bentyl (Dicyclomine Syrup and Oral Solution),/cdi/bentyl-dicyclomine-syrup-and-oral-solution.html,1310-782
2405,2405,Bentyl (Dicyclomine Tablets),/cdi/bentyl-dicyclomine-tablets.html,1310-782
2406,2406,Benylin-E,/cons/benylin-e.html,0-0
2407,2407,Benylin E Extra Strength Chest Congestion,/cons/benylin-e-extra-strength-chest-congestion.html,0-0
2408,2408,Benylin Pediatric Formula,/cons/benylin-pediatric-formula.html,11-0
2409,2409,Benzac AC,/mtm/benzac-ac.html,354-159
2410,2410,Benzac AC Wash,/cdi/benzac-ac-wash.html,354-15793
2411,2411,Benzaclin,/benzaclin.html,279-0
2412,2412,Benzacot,/cons/benzacot.html,95-0
2413,2413,Benzacot oral/injection,/mtm/benzacot-oral-injection.html,95-0
2414,2414,Benzac Topical,/cons/benzac-topical.html,354-5230
2415,2415,Benzac W Wash,/cdi/benzac-w-wash.html,354-5237
2416,2416,Benzagel Topical,/cons/benzagel-topical.html,354-5242
2417,2417,Benzalkonium Chloride,/cdi/benzalkonium-chloride.html,339-0
2418,2418,Benzamycin,/mtm/benzamycin.html,356-556
2419,2419,Benzamycin Gel,/pro/benzamycin-gel.html,356-556
2420,2420,Benzamycin Pak,/cdi/benzamycin-pak.html,356-14309
2421,2421,Benzamycin Pak Topical,/cons/benzamycin-pak-topical.html,356-14309
2422,2422,Benzashave Topical,/cons/benzashave-topical.html,354-13480
2423,2423,Benzedrex,/monograph/benzedrex.html,1-10727
2424,2424,BenzEFoam,/cdi/benzefoam.html,354-14054
2425,2425,Benzefoam Ultra,/pro/benzefoam-ultra.html,354-15306
2426,2426,BenzEFoam Ultra Topical,/cons/benzefoam-ultra-topical.html,354-15306
2427,2427,BenzePro,/mtm/benzepro.html,354-16255
2428,2428,BenzePrO Creamy Wash,/cdi/benzepro-creamy-wash.html,354-16255
2429,2429,BenzePrO Foam,/pro/benzepro-foam.html,354-16255
2430,2430,BenzePrO Foaming Cloths,/pro/benzepro-foaming-cloths.html,354-16255
2431,2431,BenzePrO Short Contact Foam,/pro/benzepro-short-contact-foam.html,354-16255
2432,2432,Benzethonium chloride topical,/mtm/benzethonium-chloride-topical.html,0-0
2433,2433,Benzhydrocodone and Acetaminophen,/cdi/benzhydrocodone-and-acetaminophen.html,3894-0
2434,2434,Benziq,/mtm/benziq.html,354-5277
2435,2435,Benziq Topical,/cons/benziq-topical.html,354-5277
2436,2436,Benziq Wash,/cdi/benziq-wash.html,354-5278
2437,2437,Benznidazole,/benznidazole.html,102-0
2438,2438,Benznidazole Tablets,/cdi/benznidazole-tablets.html,102-0
2439,2439,"Benzocaine, Butamben, and Tetracaine",/cdi/benzocaine-butamben-and-tetracaine.html,343-0
2440,2440,Benzocaine and Docusate,/cdi/benzocaine-and-docusate.html,346-0
2441,2441,Benzocaine eent,/monograph/benzocaine-eent.html,2339-0
2442,2442,Benzocaine Gel,/pro/benzocaine-gel.html,2339-0
2443,2443,Benzocaine and Glycerin Oral Spray,/cdi/benzocaine-and-glycerin-oral-spray.html,2339-0
2444,2444,Benzocaine Lozenges,/cdi/benzocaine-lozenges.html,2339-0
2445,2445,Benzocaine and Menthol Lozenges,/cdi/benzocaine-and-menthol-lozenges.html,2925-0
2446,2446,Benzocaine and Menthol Strips,/cdi/benzocaine-and-menthol-strips.html,2925-0
2447,2447,Benzocaine and Menthol Topical Spray,/cdi/benzocaine-and-menthol-topical-spray.html,2925-0
2448,2448,"Benzocaine Oral Cream, Gel, Liquid, and Ointment",/cdi/benzocaine-oral-cream-gel-liquid-and-ointment.html,2339-0
2449,2449,Benzocaine Orally Disintegrating Tablets,/cdi/benzocaine-orally-disintegrating-tablets.html,2339-0
2450,2450,"Benzocaine Oral, Oromucosal",/cons/benzocaine-oral-oromucosal.html,2339-0
2451,2451,Benzocaine Oral Spray,/cdi/benzocaine-oral-spray.html,2339-0
2452,2452,Benzocaine Oral Suspension,/cdi/benzocaine-oral-suspension.html,2339-0
2453,2453,Benzocaine Rectal Ointment,/cdi/benzocaine-rectal-ointment.html,2339-0
2454,2454,Benzocaine Strips,/cdi/benzocaine-strips.html,2339-0
2455,2455,Benzocaine topical,/mtm/benzocaine-topical.html,2339-0
2456,2456,Benzocaine Topical application,/cons/benzocaine-topical-application.html,2339-0
2457,2457,Benzocaine Topical Spray,/cdi/benzocaine-topical-spray.html,2339-0
2458,2458,Benzocaine Topical Stick,/cdi/benzocaine-topical-stick.html,2339-0
2459,2459,Benzodent,/cons/benzodent.html,2339-18958
2460,2460,Benzodent Cream,/benzodent.html,2339-0
2461,2461,BenzoDox 30,/pro/benzodox-30.html,0-0
2462,2462,BenzoDox 60,/pro/benzodox-60.html,0-0
2463,2463,Benzoin Tincture,/cdi/benzoin-tincture.html,0-0
2464,2464,Benzoin Tincture Spray,/cdi/benzoin-tincture-spray.html,0-0
2465,2465,Benzoin Tincture Swab,/cdi/benzoin-tincture-swab.html,0-0
2466,2466,Benzo-Jel,/pro/benzo-jel.html,2339-14939
2467,2467,Benzo-Jel Banana,/pro/benzo-jel-banana.html,2339-14939
2468,2468,Benzonatate,/benzonatate.html,353-0
2469,2469,Benz-O-Sthetic,/cdi/benz-o-sthetic.html,2339-4603
2470,2470,Benzotic,/cons/benzotic.html,0-0
2471,2471,Benzoyl Peroxide,/ppa/benzoyl-peroxide.html,354-0
2472,2472,Benzoyl Peroxide Bar,/cdi/benzoyl-peroxide-bar.html,354-0
2473,2473,Benzoyl Peroxide Cleanser,/pro/benzoyl-peroxide-cleanser.html,354-0
2474,2474,Benzoyl peroxide and clindamycin topical,/mtm/benzoyl-peroxide-and-clindamycin-topical.html,279-0
2475,2475,Benzoyl peroxide and clindamycin Topical application,/cons/benzoyl-peroxide-and-clindamycin-topical-application.html,279-0
2476,2476,Benzoyl Peroxide Cloths,/cdi/benzoyl-peroxide-cloths.html,354-0
2477,2477,Benzoyl Peroxide Cream,/cdi/benzoyl-peroxide-cream.html,354-0
2478,2478,Benzoyl Peroxide Emollient Foam,/pro/benzoyl-peroxide-emollient-foam.html,354-0
2479,2479,Benzoyl Peroxide Emulsion,/pro/benzoyl-peroxide-emulsion.html,354-0
2480,2480,Benzoyl peroxide and erythromycin topical,/mtm/benzoyl-peroxide-and-erythromycin-topical.html,356-0
2481,2481,Benzoyl Peroxide Foam,/cdi/benzoyl-peroxide-foam.html,354-0
2482,2482,Benzoyl Peroxide Gel,/cdi/benzoyl-peroxide-gel.html,354-0
2483,2483,Benzoyl Peroxide and Hydrocortisone,/cdi/benzoyl-peroxide-and-hydrocortisone.html,190-1645
2484,2484,Benzoyl peroxide and hydrocortisone topical,/mtm/benzoyl-peroxide-and-hydrocortisone-topical.html,190-1645
2485,2485,Benzoyl Peroxide Lotion,/cdi/benzoyl-peroxide-lotion.html,354-0
2486,2486,"Benzoyl Peroxide Pads, Salicylic Acid Pads, and Vitamin E Capsules",/cdi/benzoyl-peroxide-pads-salicylic-acid-pads-and-vitamin-e-capsules.html,103-0
2487,2487,Benzoyl Peroxide Pads with Vitamin E Capsules,/cdi/benzoyl-peroxide-pads-with-vitamin-e-capsules.html,354-0
2488,2488,Benzoyl peroxide and salicylic acid topical,/mtm/benzoyl-peroxide-and-salicylic-acid-topical.html,103-0
2489,2489,Benzoyl Peroxide Soap,/pro/benzoyl-peroxide-soap.html,354-0
2490,2490,Benzoyl Peroxide/Sulfur Gel,/cdi/benzoyl-peroxide-sulfur-gel.html,125-0
2491,2491,Benzoyl peroxide topical,/mtm/benzoyl-peroxide-topical.html,354-0
2492,2492,Benzoyl Peroxide Wash,/cdi/benzoyl-peroxide-wash.html,354-0
2493,2493,Benzoyl Peroxide Wash and Bar Kit,/cdi/benzoyl-peroxide-wash-and-bar-kit.html,354-0
2494,2494,Benzoyl Peroxide Wash and Cleanser,/cdi/benzoyl-peroxide-wash-and-cleanser.html,354-0
2495,2495,Benzoyl Peroxide Wash and Lotion Kit,/cdi/benzoyl-peroxide-wash-and-lotion-kit.html,354-0
2496,2496,Benzphetamine,/mtm/benzphetamine.html,1488-899
2497,2497,Benz-Protect Swabs,/cdi/benz-protect-swabs.html,0-0
2498,2498,Benztropine,/mtm/benztropine.html,233-109
2499,2499,Benztropine Injection,/cdi/benztropine-injection.html,233-109
2500,2500,Benztropine Mesylate,/monograph/benztropine-mesylate.html,233-109
2501,2501,Benztropine Tablets,/cdi/benztropine-tablets.html,233-109
2502,2502,Benzyl Alcohol,/benzyl-alcohol.html,0-0
2503,2503,Benzyl Alcohol Gel,/cdi/benzyl-alcohol-gel.html,0-0
2504,2504,Benzyl Alcohol Lotion,/cdi/benzyl-alcohol-lotion.html,0-0
2505,2505,Benzyl alcohol topical,/mtm/benzyl-alcohol-topical.html,0-0
2506,2506,Benzyl benzoate Topical,/cons/benzyl-benzoate-topical.html,0-0
2507,2507,Benzylpenicilloyl Polylysine,/ppa/benzylpenicilloyl-polylysine.html,0-0
2508,2508,Beovu Injection,/pro/beovu-injection.html,0-0
2509,2509,Bepotastine,/cdi/bepotastine.html,0-0
2510,2510,Bepotastine Besilate,/monograph/bepotastine-besilate.html,0-0
2511,2511,Bepotastine besilate Ophthalmic,/cons/bepotastine-besilate-ophthalmic.html,0-0
2512,2512,Bepotastine ophthalmic,/mtm/bepotastine-ophthalmic.html,0-0
2513,2513,Bepreve,/bepreve.html,0-0
2514,2514,Beractant,/mtm/beractant.html,0-0
2515,2515,Beractant Solution,/cdi/beractant-solution.html,0-0
2516,2516,Bergamot Juice,/npp/bergamot-juice.html,0-0
2517,2517,Bergamot Oil,/npp/bergamot-oil.html,0-0
2518,2518,Berinert,/berinert.html,100-0
2519,2519,Berkley and Jensen Acid Controller Complete,/pro/berkley-and-jensen-acid-controller-complete.html,5-0
2520,2520,Berkley and Jensen Acid Controller Maximum Strength,/pro/berkley-and-jensen-acid-controller-maximum-strength.html,11-0
2521,2521,Berkley and Jensen Acid Reducer Maximum Strength,/pro/berkley-and-jensen-acid-reducer-maximum-strength.html,71-0
2522,2522,Berri-Freez Pain Relieving,/cdi/berri-freez-pain-relieving.html,0-0
2523,2523,Beser,/mtm/beser.html,9-0
2524,2524,Beser Lotion,/pro/beser-lotion.html,9-0
2525,2525,Besifloxacin,/cdi/besifloxacin.html,0-0
2526,2526,Besifloxacin Hydrochloride,/monograph/besifloxacin-hydrochloride.html,0-0
2527,2527,Besifloxacin ophthalmic,/mtm/besifloxacin-ophthalmic.html,0-0
2528,2528,Besivance,/besivance.html,0-0
2529,2529,Besponsa,/mtm/besponsa.html,938-3452
2530,2530,"Beta-2 adrenergic agonist Oral, Injection",/cons/beta-2-adrenergic-agonist-oral-injection.html,0-0
2531,2531,Beta-adrenergic blocker Ophthalmic,/cons/beta-adrenergic-blocker-ophthalmic.html,0-0
2532,2532,Betac,/cdi/betac.html,1424-9051
2533,2533,Beta Care Betamide,/cdi/beta-care-betamide.html,0-0
2534,2534,Beta-Carotene,/cdi/beta-carotene.html,368-0
2535,2535,Betacort Scalp Lotion,/cons/betacort-scalp-lotion.html,9-0
2536,2536,Betadine,/cdi/betadine.html,0-0
2537,2537,Betadine Ophthalmic,/pro/betadine-ophthalmic.html,0-0
2538,2538,Betadine Ophthalmic Prep,/cdi/betadine-ophthalmic-prep.html,0-0
2539,2539,Betadine Ophthalmic Solution,/mtm/betadine-ophthalmic-solution.html,0-0
2540,2540,Betadine Skin Cleanser,/cdi/betadine-skin-cleanser.html,0-0
2541,2541,Betadine Spray,/cdi/betadine-spray.html,0-0
2542,2542,Betadine Surgical Scrub,/cdi/betadine-surgical-scrub.html,0-0
2543,2543,Betadine Swab Aid,/cdi/betadine-swab-aid.html,0-0
2544,2544,Betadine Swabsticks,/cdi/betadine-swabsticks.html,0-0
2545,2545,Betagan,/mtm/betagan.html,2390-14036
2546,2546,Beta Glucans,/npp/beta-glucans.html,0-0
2547,2547,Beta HC,/mtm/beta-hc.html,9-0
2548,2548,Betaine,/mtm/betaine.html,0-0
2549,2549,Betaine Hydrochloride,/npc/betaine-hydrochloride.html,0-0
2550,2550,Beta Inject Kit,/pro/beta-inject-kit.html,0-0
2551,2551,Betaloan SUIK,/pro/betaloan-suik.html,243-3197
2552,2552,Beta Med,/cdi/beta-med.html,0-0
2553,2553,Beta Med Topical,/cons/beta-med-topical.html,0-0
2554,2554,Betamethacot,/cons/betamethacot.html,11-0
2555,2555,Betamethasone,/pro/betamethasone.html,243-3197
2556,2556,Betamethasone Acetate,/monograph/betamethasone-acetate.html,243-3197
2557,2557,Betamethasone and calcipotriene topical,/mtm/betamethasone-and-calcipotriene-topical.html,190-1644
2558,2558,Betamethasone and calcipotriene Topical application,/cons/betamethasone-and-calcipotriene-topical-application.html,190-1644
2559,2559,Betamethasone and Clotrimazole,/ppa/betamethasone-and-clotrimazole.html,1126-657
2560,2560,Betamethasone and Clotrimazole Cream,/cdi/betamethasone-and-clotrimazole-cream.html,1126-657
2561,2561,Betamethasone and Clotrimazole Lotion,/cdi/betamethasone-and-clotrimazole-lotion.html,1126-657
2562,2562,Betamethasone and clotrimazole topical,/mtm/betamethasone-and-clotrimazole-topical.html,1126-657
2563,2563,Betamethasone Cream,/pro/betamethasone-cream.html,243-3197
2564,2564,Betamethasone Cream Augmented,/pro/betamethasone-cream-augmented.html,243-3197
2565,2565,"Betamethasone Cream, Gel, and Ointment",/cdi/betamethasone-cream-gel-and-ointment.html,243-3197
2566,2566,Betamethasone Dipropionate,/pro/betamethasone-dipropionate.html,243-3197
2567,2567,Betamethasone Dipropionate topical,/monograph/betamethasone-dipropionate-topical.html,243-3197
2568,2568,Betamethasone dipropionate Topical application,/cons/betamethasone-dipropionate-topical-application.html,243-3197
2569,2569,Betamethasone Foam,/cdi/betamethasone-foam.html,243-3197
2570,2570,Betamethasone Gel,/pro/betamethasone-gel.html,243-3197
2571,2571,Betamethasone injection,/mtm/betamethasone-injection.html,243-3197
2572,2572,Betamethasone Lotion,/cdi/betamethasone-lotion.html,243-3197
2573,2573,Betamethasone Lotion Augmented,/pro/betamethasone-lotion-augmented.html,243-3197
2574,2574,Betamethasone Ointment,/pro/betamethasone-ointment.html,243-3197
2575,2575,Betamethasone Ointment Augmented,/pro/betamethasone-ointment-augmented.html,243-3197
2576,2576,Betamethasone Sodium Phosphate and Betamethasone Acetate,/pro/betamethasone-sodium-phosphate-and-betamethasone-acetate.html,243-3197
2577,2577,Betamethasone sodium phosphate and betamethasone acetate  Injection,/cons/betamethasone-sodium-phosphate-and-betamethasone-acetate-injection.html,243-3197
2578,2578,Betamethasone Spray,/cdi/betamethasone-spray.html,243-3197
2579,2579,Betamethasone (Systemic),/cdi/betamethasone-systemic.html,243-3197
2580,2580,Betamethasone topical,/mtm/betamethasone-topical.html,243-3197
2581,2581,Betamethasone Valerate,/pro/betamethasone-valerate.html,243-3197
2582,2582,Betamethasone Valerate Foam,/pro/betamethasone-valerate-foam.html,243-3197
2583,2583,Betamethasone Valerate Lotion,/pro/betamethasone-valerate-lotion.html,243-3197
2584,2584,Betamethasone Valerate topical,/monograph/betamethasone-valerate-topical.html,243-3197
2585,2585,Betamethasone valerate Topical application,/cons/betamethasone-valerate-topical-application.html,243-3197
2586,2586,Betapace,/cdi/betapace.html,243-0
2587,2587,Betapace AF,/cons/betapace-af.html,243-0
2588,2588,Betaquik,/cdi/betaquik.html,0-0
2589,2589,Betasal Topical,/cons/betasal-topical.html,103-0
2590,2590,Betasept,/mtm/betasept.html,0-0
2591,2591,Betasept Antiseptic Surgical Scrub,/pro/betasept-antiseptic-surgical-scrub.html,0-0
2592,2592,Betasept Surgical Scrub,/cdi/betasept-surgical-scrub.html,0-0
2593,2593,Betaseron,/betaseron.html,148-0
2594,2594,Beta-Sitosterol,/npc/beta-sitosterol.html,0-0
2595,2595,BetaTan,/betatan.html,3247-0
2596,2596,Betatar Gel Topical,/cons/betatar-gel-topical.html,3812-0
2597,2597,Beta-Val,/cdi/beta-val.html,243-0
2598,2598,Betaxolol,/mtm/betaxolol.html,243-3224
2599,2599,Betaxolol Eye Drops,/cdi/betaxolol-eye-drops.html,243-3224
2600,2600,Betaxolol Eye Drops (Suspension),/cdi/betaxolol-eye-drops-suspension.html,243-3224
2601,2601,Betaxolol Hydrochloride,/monograph/betaxolol-hydrochloride.html,243-3224
2602,2602,Betaxolol Hydrochloride eent,/monograph/betaxolol-hydrochloride-eent.html,243-3224
2603,2603,Betaxolol ophthalmic,/mtm/betaxolol-ophthalmic.html,243-3224
2604,2604,Betaxolol (Systemic),/cdi/betaxolol-systemic.html,243-3224
2605,2605,Betaxolol Tablets,/pro/betaxolol-tablets.html,243-3224
2606,2606,Betel Nut,/npp/betel-nut.html,0-0
2607,2607,Bethanechol,/mtm/bethanechol.html,376-0
2608,2608,Bethanechol Chloride,/monograph/bethanechol-chloride.html,376-0
2609,2609,"Bethanechol Oral, Subcutaneous",/cons/bethanechol-oral-subcutaneous.html,376-0
2610,2610,Bethkis,/cons/bethkis.html,11-0
2611,2611,Bethkis inhalation,/mtm/bethkis-inhalation.html,11-0
2612,2612,Bethkis Inhalation Solution,/pro/bethkis-inhalation-solution.html,11-0
2613,2613,Bethroot,/npp/bethroot.html,0-0
2614,2614,Betimol,/mtm/betimol.html,172-0
2615,2615,Betnovate,/cons/betnovate.html,127-0
2616,2616,Betnovate-1/2,/cons/betnovate-1-2.html,127-0
2617,2617,Betony,/npp/betony.html,0-0
2618,2618,Betoptic,/pro/betoptic.html,11-0
2619,2619,Betoptic Pilo,/pro/betoptic-pilo.html,0-0
2620,2620,Betoptic S,/mtm/betoptic-s.html,410-10123
2621,2621,Betoptic S eent,/monograph/betoptic-s-eent.html,410-10123
2622,2622,Betrixaban,/mtm/betrixaban.html,3438-0
2623,2623,Betrixaban Maleate,/monograph/betrixaban-maleate.html,3438-0
2624,2624,Better Bladder Control,/pro/better-bladder-control.html,0-0
2625,2625,Bevacizumab,/mtm/bevacizumab.html,243-3224
2626,2626,Bevacizumab-awwb,/cdi/bevacizumab-awwb.html,243-3224
2627,2627,Bevacizumab-awwb Intravenous,/cons/bevacizumab-awwb-intravenous.html,243-3224
2628,2628,Bevacizumab Injection,/cdi/bevacizumab-injection.html,243-3224
2629,2629,Bevacizumab Intravenous,/cons/bevacizumab-intravenous.html,243-3224
2630,2630,Bevespi Aerosphere,/bevespi-aerosphere.html,109-0
2631,2631,Bevyxxa,/bevyxxa.html,108-37
2632,2632,Bexarotene,/mtm/bexarotene.html,11-2735
2633,2633,Bexarotene Capsules,/pro/bexarotene-capsules.html,11-2735
2634,2634,Bexarotene Gel,/pro/bexarotene-gel.html,3812-0
2635,2635,Bexarotene (Systemic),/cdi/bexarotene-systemic.html,11-2735
2636,2636,Bexarotene topical,/mtm/bexarotene-topical.html,3812-0
2637,2637,Bexsero,/mtm/bexsero.html,6-0
2638,2638,Bextra,/bextra.html,71-0
2639,2639,Bexxar,/bexxar.html,1809-1162
2640,2640,Beyaz,/beyaz.html,190-1645
2641,2641,BeyondClear,/pro/beyondclear.html,103-0
2642,2642,Bezlotoxumab,/mtm/bezlotoxumab.html,0-0
2643,2643,Bezlotoxumab Intravenous,/cons/bezlotoxumab-intravenous.html,0-0
2644,2644,Biafine,/cdi/biafine.html,0-0
2645,2645,Biaxin,/cons/biaxin.html,1126-657
2646,2646,Biaxin (Clarithromycin Oral Suspension),/cdi/biaxin-clarithromycin-oral-suspension.html,1126-657
2647,2647,Biaxin (Clarithromycin Tablets),/cdi/biaxin-clarithromycin-tablets.html,1126-657
